INPUT,REFERENCE,MACHINE_TRANSLATION,TER_Score,Average TER_Score
At ang tadyang na kinuha ng Panginoong Dios sa lalake ay ginawang isang babae at itoy dinala niya sa lalake,ket ti paragpag nga innala ni jehova dios pinagbalinna a babai ket inyegna iti tao,ket ti nangalaanna a innalana ti panginoong dios iti lalaki a ginawang maysa babai ket itoy inyegna kencuana iti lalaki ,80.0,
At sinabi ng lalake Ito ngay buto ng aking mga buto at laman ng aking laman siyay tatawaging Babae sapagkat sa Lalake siya kinuha,ket di tao kinunana daytoy ita isu ti tulang dagiti tulangco ken lasag ti lasagco isu mapanagananto babai ta iti tao ti nacaalaanna,ket kinunana ti lalaki ito ngay buto ti isu dagiti buto ket laman ti isu laman isu tatawaging babai sapagkat iti lalaki isu kinuha,73.91,
At silay kapuwa hubad ang lalake at ang kaniyang asawa at silay hindi nagkakahiyaan,ket isuda a dua ti lalaki ken ti asawana silamolamoda idi ket dida nagbain,ket silay kapuwa hubad ti lalaki ket ti isu asawana ket silay hindi nagkakahiyaan,71.43,
Ang tukso at ang pagsuway ni Adam at ni Eva,ti pannacasulisog ken supring da adan ken eva,ti pannacasulisog ket ti da ni eva ket ni asawana,87.5,
Ang ahas nga ay lalong tuso kay sa alin man sa mga hayop sa parang na nilikha ng Panginoong Dios,ti pannacapagtalawda sadiay eden,ti pannacapagtalawda nga a lalong tuso kinasirib iti ania caniac iti dagiti an iti parang a pinarsuana ti panginoong dios,450.0,
At sinabi niya sa babae Tunay bang sinabi ng Dios Huwag kayong kakain sa alin mang punong kahoy sa halamanan,itan ti uleg isu idi a casisicapan cadagiti amin nga animal iti daga nga inaramid ni jehova dios,ket kinunana kencuana iti babai tunay maysa kinunana ti dios dicanto azul mangan iti ania mang narucbos mangancanto iti minuyongan,105.56,
Datapuwat sa bunga ng punong kahoy na nasa gitna ng halamanan ay sinabi ng Dios Huwag kayong kakain niyaon ni huwag ninyong hihipuin baka kayoy mamatay,ket ti babai kinunana iti uleg cadagiti bunga dagiti caycayo iti minuyongan maipalubos a mangancami,datapuwat iti sida ti punong cayo a iti gitna ti minuyongan a kinunana ti dios dicanto azul isu adda ni dicayto diosyo hihipuin maabaccayo daga mamatay,160.0,
At sinabi ng ahas sa babae Tunay na hindi kayo mamamatay,ngem iti bunga ti cayo nga adda iti tengnga ti minuyongan kinuna ti dios dicayto canen ken uray sagiden di la ket ta mataycayo,ket kinunana ti pannacapagtalawda iti babai tunay a saan jehova mamamatay,91.67,
Sapagkat talastas ng Dios na sa araw na kayoy kumain niyaon ay madidilat nga ang inyong mga mata at kayoy magiging parang Dios na nakakakilala ng mabuti at masama,ket ti uleg kinunana iti babai saan a pudno a mataycayonto,sapagkat talastas ti lalaki a iti aldaw a daga kumain adda a madidilat nga ti jehova dagiti matana ket daga magiging parang dios a nakakakilala ti dakes ket masama,227.27,
At nang makita ng babae na ang bunga ng punong kahoy ay mabuting kanin at nakalulugod sa mga mata at kahoy na mananasa upang magpapantas sa tao ay pumitas siya ng bunga niyaon at kinain at binigyan din niya ang kaniyang asawang kasama niya at itoy kumain,ta ti dios ammona nga iti aldaw a pananganyo iti dayta dagiti matayo maluctandanto ket caslacayton iti dios a macaammo ti naimbag ken ti dakes,ket idi makita ti babae a ti sida ti punong mangancanto a mabuting maluctandanto ket inaramid iti dagiti matana ket mangancanto a mananasa tapno magpapantas iti tao a pumitas isu ti bunga niyaon ket kinain ket binigyan din kencuana ti isu nabal adda kencuana ket itoy kumain,156.0,
At nadilat kapuwa ang kanilang mga mata at kanilang nakilalang silay mga hubad at silay tumahi ng mga dahon ng puno ng igos at kanilang ginawang panapi,ket idi ti babai nakitana nga ti cayo nasayaat a canen ken macaayayo a buyaen ken cayo a macagargari a mamagsirib pimmuros iti bungana ket nangan casta met iniccanna ni asawana ket isu nakipagcaan met ,ket nadilat alicamen ti isu dagiti matana ket isu nakilalang dadackelda dagiti aldaw ket silay tumahi ti dagiti dahon ti napno ti amin ket isu ginawang panapi,88.57,
At narinig nila ang tinig ng Panginoong Dios na lumalakad sa halamanan sa kulimlim ng araw at nagtago ang lalake at ang kaniyang asawa sa harapan ng Panginoong Dios sa pagitan ng mga punong kahoy sa halamanan,ket dagiti matmatada a dua naluctanda ket naammoanda a silalamolamoda idin nagdaitda cadagiti bulong ti higos ket inaramidda a bidangda,ket narinig kinunada ti jehova ti panginoong dios a lumalakad iti minuyongan iti bulong ti aldaw ket inaramidda ti lalaki ket ti isu asawana iti sango ti panginoong dios iti pagitan ti dagiti punong mangancanto iti minuyongan ,155.0,
At tinawag ng Panginoong Dios ang lalake at sa kaniyay sinabi Saan ka naroon,ket nangngegda ti timec ni jehova dios a magmagna iti minuyongan iti lamiis ti aldaw ket naglemmeng ti lalaki ken ti asawana cadagiti cacaycayoan iti minuyongan iti imatang ni jehova dios ,ket inayabanna ti panginoong dios ti lalaki ket iti kencuana sinabi sadino jehova naroon,77.42,
At sinabi niya Narinig ko ang iyong tinig sa halamanan at akoy natakot sapagkat akoy hubad at akoy nagtago,ket inawagan ni jehova dios ti lalaki ket kinunana kencuana sadino ti yanmo sica,ket kinunana kencuana narinig ko ti iyong dina iti minuyongan ket siac natakot adda siac hubad ket siac inaramidda,114.29,
At sinabi niya Sinong nagsabi sa iyong ikaw ay hubad,ket isu kinunana nangngegco ti timecmo iti minuyongan ket nagbutengac ta silalamolamoac ket naglemmengac,ket kinunana kencuana sinong kinunana iti iyong sica a aldaw,78.57,
nakakain ka ba ng bunga ng punong kahoy na iniutos ko sa iyong huwag mong kanin,ket kinunana kencuana siasino aya ti nangibaga kenca a silalamolamoca,imminum jehova ba ti bunga ti punong cayo a iniutos ko iti iyong dicanto diosmo maluctandanto,140.0,
At sinabi ng lalake Ang babaing ibinigay mong aking kasamahin ay siyang nagbigay sa akin ng bunga ng punong kahoy at aking kinain,nanganca iti cayo nga imbilinco kenca a dica canen,ket kinunana ti lalaki ti babaing intedna diosmo isu kasamahin a isu nagrucbab iti caniac ti bunga ti punong cayo ket isu kinain,244.44,
At sinabi ng Panginoong Dios sa babae Ano itong iyong ginawa,ket ti lalaki kinunana ti babai nga intedmo a caduac iniccannac iti bungana ket kinnanco,ket kinunana ti panginoong dios iti babai nacatayanna itong iyong inaramidco,80.0,
At sinabi ng babae Dinaya ako ng ahas at akoy kumain,idin ni jehova dios kinunana iti babai ania daytoy nga inaramidmo,ket kinunana ti babai kinunana siac ti pannacapagtalawda ket siac kumain,90.91,
At sinabi ng Panginoong Dios sa ahas Sapagkat ginawa mo ito ay sumpain ka ng higit sa lahat ng hayop at ng higit sa bawat ganid sa parang ang iyong tiyan ang ilalakad mo at alabok ang iyong kakanin sa lahat ng mga araw ng iyong buhay,ket ti babai kinunana ti uleg inulbodnac ket nanganac,ket kinunana ti panginoong dios iti pannacapagtalawda sapagkat inaramidna annac daytoy a sumpain jehova ti mabalinco iti amin ti an ket ti mabalinco iti tunggal ganid iti parang ti iyong tiyan ti ilalakad annac ket alabok ti iyong canen iti amin ti dagiti araw ti iyong napasardeng,477.78,
At papagaalitin ko ikaw at ang babae at ang iyong binhi at ang kaniyang binhi ito ang dudurog ng iyong ulo at ikaw ang dudurog ng kaniyang sakong,ket ni jehova dios kinunana idi uleg gapu ta inaramidmo daytoy nailunodca a nangnangrona ngem cadagiti isuamin nga animal a naamo ken animal a narungsot iti daga ta barucongmo ti ipagnamto ket ti tapuc ti canemto iti isuamin nga aldaw ti panagbiagmo,ket papagaalitin cadacayo sica ket ti babai ket ti iyong agnanayon ket ti isu agnanayon daytoy ti dudurog ti iyong olo ket sica ti dudurog ti isu sakong,92.86,
Sinabi niya sa babae Pararamihin kong lubha ang iyong kalumbayan at ang iyong paglilihi manganganak kang may kahirapan at sa iyong asawa ay pahihinuhod ang iyong kalooban at siyay papapanginoon sa iyo,ket siac pagginnuraencayto iti babai ken ti caputotam ken ti caputotanna daytoy sugatennanto ta olom ket sica sugatemto ti mucodna,kinunana kencuana iti babai pararamihin isu caputotam ti iyong caputotanna ket ti iyong paglilihi manganganak caniac sangapulo kahirapan ket iti iyong asawana a pahihinuhod ti iyong dios ket isu papapanginoon iti kenca,130.0,
At kay Adam ay sinabi Sapagkat iyong dininig ang tinig ng iyong asawa at kumain ka ng bunga ng punong kahoy na aking iniutos sa iyo na sinabi Huwag kang kakain niyaon sumpain ang lupa dahil sa iyo kakain ka sa kaniya sa pamamagitan ng iyong pagpapagal sa lahat ng mga araw ng iyong buhay,ket idi babai kinunana paaduecto unay dagiti ututmo ken ti panagsicugmo iti adu a rigat ipasngaymonto dagiti annacmo ket iti asawam isunto ti calicaguman ket isu iturayannacanto,ket kay adam a isu sapagkat iyong impangagna ti jehova ti iyong asawana ket makipagdaya jehova ti bunga ti punong cayo a isu imbilinna iti iyo a sinabi huwag kang isu niyaon ilunodyo ti daga gapu iti iyo kakain jehova iti kencuana iti jehova ti iyong pagpapagal iti amin ti dagiti araw ti iyong napasardeng,181.48,
Ang isisibol niyaon sa iyo ay mga tinik at mga dawag at kakain ka ng pananim sa parang,ket ken adan kinunana gapu ta inanamungam ti sao ni asawam ket nanganca iti cayo nga inbilinco kenca a kinunac dica manganto iti daydiay nailunod ti daga gapu kenca babaen ti rigat mangancanto kencuana iti isuamin nga aldaw ti panagbiagmo,ti adan adda iti kenca a dagiti let ket dagiti libano ket mangan jehova ti asideg iti parang,85.0,
Sa pawis ng iyong mukha ay kakain ka ng tinapay hanggang sa ikaw ay mauwi sa lupa sapagkat diyan ka kinuha sapagkat ikaw ay alabok at sa alabok ka uuwi,sisiit met ken calcalunay pataudennanto kenca ket mangancanto iti natnateng ti daga,iti met ti iyong rupana a isu jehova ti tinapay awan iti sica a mauwi iti daga sapagkat diyan jehova kinuha sapagkat sica a tapoc ket iti tapoc jehova uuwi,225.0,
At tinawag na Eva ng lalake ang kaniyang asawa sapagkat siya ang naging ina ng lahat ng mga nabubuhay,babaen ti linget ta rupam mangancanto ti taraon agingat dica agsubli iti daga isu a nacabuclam ta tapucca ket iti tapuc agsublicanto,ket tinawag a eva ti lalaki ti isu asawana adda isu ti pinutotna ina ti lahat ti dagiti tapucca,90.91,
At iginawa ng Panginoong Dios si Adam at ang kaniyang asawa ng mga kasuutang balat at silay dinamitan,ket pinanaganan di lalaki ni asawana iti eva gapu ta isu ti ina dagiti isuamin a nabiag,ket inyaramidanna ti panginoong dios ni eva ket ti isu asawana ti dagiti kasuutang cudil ket silay dinamitan,82.35,
Pinalayas sila sa Eden,ket ni jehova dios inyaramidanna ni adan ken ni asawana cadagiti pagananay a lalat ket kinawesanna ida,napagtalaw ida iti eden,100.0,
At sinabi ng Panginoong Dios Naritot ang taoy naging parang isa sa atin na nakakakilala ng mabuti at ng masama at baka ngayoy iunat ang kaniyang kamay at pumitas naman ng bunga ng punong kahoy ng buhay at kumain at mabuhay magpakailan man,ket ni jehova dios kinunana adtoy ti lalaki nagbalin a cas maysa cadatayo nga ammona ti naimbag ken ti dakes ket ita di la ket ta igawatna ti imana ken mangala iti cayo ti biag ken mangan ken agbiag a cancanayon,ket kinunana ti panginoong dios adtoy ti amin pinutotna parang maysa iti cadatayo a nakakakilala ti dakes ket ti dakes ket baka ngayoy imam ti isu ima ket pumitas agtugtugaw ti bunga ti punong mangancanto ti napasardeng ket kumain ket kablaaw agnanayon man,75.61,
Kaya pinalayas siya ng Panginoong Dios sa halamanan ng Eden upang kaniyang bukirin ang lupaing pinagkunan sa kaniya,iti casta ni jehova dios pinaruarna iti minuyongan ti eden tapno talonenna ti daga a nacaalaanna,gapuna napagtalaw isu ti panginoong dios iti minuyongan ti eden tapno isu bukirin ti lupaing pinagkunan iti kencuana,75.0,
Si Cain at si Abel,da cain ken abel,ni cain ket ni abel,75.0,
At sa muli ay ipinanganak ang kaniyang kapatid na si Abel,ket inyanacna manen ni cabsatna nga abel,ket iti moises a cabsatna ti isu cabsatco a ni abel,114.29,
At si Abel ay tagapagalaga ng mga tupa datapuwat si Cain ay mangbubukid ng lupa,ket nagaywan ni abel cadagiti carcarnero ngem ni cain nagtaltalon,ket ni abel a tagapagalaga ti dagiti carnero datapuwat ni cain a mangbubukid ti daga,110.0,
At nangyari nang lumalakad ang panahon ay nagdala si Cain ng isang handog na mga bunga ng lupa sa Panginoon,ket naaramid iti panaglasat dagiti pannawen a ni cain nangala iti bunga ti daga nga indatonna ken jehova,ket nangyari idi lumalakad ti tiempo a inyeg ni cain ti maysa daton a dagiti bunga ti daga iti jehova,77.78,
At nagdala rin naman si Abel ng mga panganay ng kaniyang kawan at ng mga taba ng mga yaon,ket ni abel nangala met cadagiti inauna nga anac cadagiti pangenna ken dagiti nalucmeg,ket inyeg rin agtugtugaw ni abel ti dagiti panganay ti isu amin ket ti dagiti taba ti dagiti tiempo,107.14,
Datapuwat hindi nilingap si Cain at ang kaniyang handog,ngem ni cain ken ti datonna dina incancano,datapuwat hindi cain ni cain ket ti isu daton,87.5,
at bakit namanglaw ang iyong mukha,ket apayapay narupanget ta rupam,ket bakit namanglaw ti iyong rupana,100.0,
,,,,62.7099
