INPUT,REFERENCE,MACHINE_TRANSLATION,BLEU_SCORE,BREV_PEN
At mga binasbasan ng Dios na sinabi Kayoy magpalaanakin at magpakarami at inyong punuin ang tubig sa mga dagat at magpakarami ang mga ibon sa lupa,ket ti dios binendicionanna ida a cunana agbungacayo coma ket agaducayo ket punnoenyo dagiti danum dagiti taaw ket dagiti tumatayab agaduda coma iti daga,ket dagiti binasbasan ti lalaki a kinunana daga agbungacayo ket agaducayo ket jehova nagsubli ti danum iti dagiti taaw ket agaducayo ti dagiti tumatayab iti daga ,0.6658780367323045,[]
At nagkahapon at nagkaumaga ang ikalimang araw,ket naadda ti malem ken ti bigat aldaw a maicalima,ket naadda ket nagkaumaga ti maicalima aldaw,0.6053854034498589,[]
At sinabi ng Dios Bukalan ang lupa ng mga may buhay na kinapal ayon sa kanikaniyang uri ng hayop at ng mga kinapal na umuusad at ng mga ganid sa lupa ayon sa kanikaniyang uri at nagkagayon,ket ti dios kinunana patauden coma ti daga dagiti parsua a nabiag cas iti cakikitada ananimal ken agcarcarayam ken agcacarungsot iti daga cas iti cakikitada ket naaramid a casta,ket kinunana ti dios agpangen ti daga ti dagiti sangapulo napasardeng a kinapal ayon iti kanikaniyang uri ti an ket ti dagiti lasag a umuusad ket ti dagiti canen iti daga ayon iti kanikaniyang uri ket naaramid a casta,0.45698200793994015,[]
At nilikha ng Dios ang ganid sa lupa ayon sa kaniyang uri at ang hayop ayon sa kaniyang uri at ang bawat umuusad sa ibabaw ng lupa ayon sa kanikaniyang uri at nakita ng Dios na mabuti,ket ti dios inaramidna dagiti agcacarungsot iti daga cas iti casisigudda ken ananimal cas iti cakikitada ken isuamin nga aguyuyas iti daga cas iti casisigudda ket ti dios nakitana a nasayaatda,ket pinarsuana ti dios ti canen iti daga ayon iti isu uri ket ti an ayon iti isu uri ket ti tunggal aguy iti ibabaw ti daga ayon iti kanikaniyang uri ket nakitana ti dios a mabuti,0.48108594429742424,[]
At sinabi ng Dios Lalangin natin ang tao sa ating larawan ayon sa ating wangis at magkaroon sila ng kapangyarihan sa mga isda sa dagat at sa mga ibon sa himpapawid at sa mga hayop at sa buong lupa at sa bawat umuusad na nagsisiusad sa ibabaw ng lupa,ket ti dios kinunana aramidentayo coma ti tao iti ladawantayo cas caaspingtayo ket iturayanda coma dagiti icican ti taaw ken dagiti tumatayab cadagiti langit ken dagiti ananimal ken ti amin a daga ken dagiti amin nga agcarcarayam nga aguyuyas iti rabaw ti daga ,ket kinunana ti dios aramidentayo gubat ti tao iti aramidentayo david ayon iti aramidentayo pannacaparsuada ket adda ida ti panangituray iti dagiti ican iti taaw ket iti dagiti tumatayab iti amin ket iti dagiti an ket iti buong daga ket iti tunggal macarugit a cadacayo iti ibabaw ti daga ,0.5990008757720219,[]
At nilalang ng Dios ang tao ayon sa kaniyang sariling larawan ayon sa larawan ng Dios siya nilalang nilalang niya sila na lalake at babae,ket ti dios pinarsuana ti tao a caladawanna met laeng iti ladawan ti dios pinarsuana pinarsuana ida a lalaki ken babai,ket aramid ti dios ti tao ayon iti isu sariling david ayon iti david ti dios isu aramid aramid kencuana ida a lalake ket babae,0.4715677843512937,[]
At silay binasbasan ng Dios at sa kanilay sinabi ng Dios Kayoy magpalaanakin at magpakarami at kalatan ninyo ang lupa at inyong supilin at magkaroon kayo ng kapangyarihan sa mga isda sa dagat at sa mga ibon sa himpapawid at sa bawat hayop na gumagalaw sa ibabaw ng lupa,ket ti dios binendicionanna ida ket ti dios kinunana cadacuada agbungacayo ket agaducayo ket punnoenyo ti daga agbalincayo nga appo kencuana ket iturayanyo dagiti ican ti taaw ken dagiti tumatayab cadagiti langit ken amin nga parsua a sibibiag nga aggaraw iti rabaw ti daga ,ket silay binendicionanna ti dios ket iti isu kinunana ti dios daga agbungacayo ket agaducayo ket agbalincayo jehova ti daga ket jehova supilin ket adda jehova ti panangituray iti dagiti ican iti taaw ket iti dagiti tumatayab iti amin ket iti tunggal lalaki a aggaraw iti ibabaw ti daga ,0.682820883511503,[]
At sinabi ng Dios Narito ibinigay ko sa inyo ang bawat pananim na nagkakabinhi na nasa ibabaw ng balat ng lupa at ang bawat punong kahoy na may bunga ng punong kahoy na nagkakabinhi sa inyoy magiging pagkain,ket ti dios kinunana adtoy iniccancayo iti isuamin a roroot nga addan bukel nga adda iti rabaw ti amin a daga ken isuamin a cayo nga addaan bunga nga agpataud ti bini maipaaydanto a canenyo,ket kinunana ti dios narito ibinigay ko iti jehova ti tunggal asideg a adda a iti ibabaw ti balat ti daga ket ti tunggal punong cayo a maysa bunga ti punong cayo a adda iti siac magiging canen,0.5000351426977462,[]
At sa bawat hayop sa lupa at sa bawat ibon sa himpapawid at sa bawat nagsisiusad sa ibabaw ng lupa na may buhay ay ibinigay ko ang lahat na pananim na sariwa na pinakapagkain at nagkagayon,ken cadagiti isuamin nga ananimal iti daga ken amin a tumatayab iti langit ken amin nga aggaraw iti rabaw ti daga nga addaan biag maipaay coma cadacuada a canenda ti amin a nalasbang a root ket naaramid a casta,ket iti tunggal hayop iti daga ket iti tunggal ibon iti amin ket iti tunggal cadacayo iti ibabaw ti daga a maysa napasardeng a cemos ko ti amin a pananim a sariwa a pinakapagkain ket naaramid a casta,0.5153289885357463,[]
At nakita ng Dios ang lahat ng kaniyang nilikha at narito napakabuti At nagkahapon at nagkaumaga ang ikaanim na araw,ket ti dios nakitana amin nga inaramidna ket adtoy nasayaatda unay ket naadda ti malem ken ti bigat aldaw a maicanem,ket nakitana ti dios ti amin ti isu nilikha ket narito napakabuti ket naadda ket nagkaumaga ti maicanem a aldaw,0.5862317949089445,[]
Nilalang ang lalake at inilagay sa Eden Nilalang ang babae mula sa lalake,maaramid ti tao ket maisaad sadiay eden maala ti babai iti tao ,aramid ti lalaki ket incabilna iti eden aramid ti babai mula iti lalaki ,0.4616942120588476,[]
At nayari ang langit at ang lupa at ang lahat na natatanaw sa mga iyon,ket nalpasen dagiti langit ken ti daga ken amin nga orornosna,ket nalpasen ti langit ket ti daga ket ti amin a agpaay iti dagiti jehova,0.6008266281759789,[]
At nang ikapitong araw ay nayari ng Dios ang kaniyang gawang ginawa at nagpahinga ng ikapitong araw sa madlang gawa niyang ginawa,ket iti maicapito nga aldaw ti dios lineppasna ti gapuanan nga inaramidna ket naginana iti maicapito nga aldaw cadagiti isuamin a gapuanan nga inaramidna ,ket idi maicapito aldaw a nalpasen ti dios ti isu nasayaat inaramidco ket nagtalna ti maicapito aldaw iti madlang aramid isu inaramidco ,0.5565408458485412,[]
At binasbasan ng Dios ang ikapitong araw at kaniyang ipinangilin sapagkat siyang ipinagpahinga ng Dios sa madlang gawang kaniyang nilikha at ginawa,ket binendicionan ti dios ti aldaw a maicapito ket sinantificarna agsipud ta kencuana ti naginanaanna cadagiti amin a gapuanan a ti dios pinarsuana ken inaramidna,ket binendicionanna ti dios ti maicapito aldaw ket isu ipinangilin adda isu ipinagpahinga ti dios iti madlang gawang isu nilikha ket ginawa,0.49651072622222653,[]
Ito ang pinangyarihan ng langit at ng lupa nang likhain noong araw na gawin ng Panginoong Dios ang lupat langit,dagitoy isuda ti capupunganay dagiti langit ken ti daga idi a naparsuada iti aldaw a pinangaramid ni jehova a dios ti daga ken ti langit ,daytoy ti pinangyarihan ti langit ket ti daga idi likhain noong aldaw a aramidem ti panginoong dios ti dios langit ,0.5083244820939792,[]
At wala pa sa lupang kahoy sa parang at wala pang anomang pananim na tumutubo sa parang sapagkat hindi pa pinauulanan ng Panginoong Dios ang lupa at wala pang taong magbukid ng lupa,ket idi awan pay la ti mula ti langalang iti daga ket awan pay ti roroot a timmubo ta di pay pinagtudo ni jehova dios iti rabaw ti daga ken awan pay la idi ti tao a mangtalon iti daga ,ket awan pay iti nacayanacam mangancanto iti parang ket awan pang maicatlo asideg a tumutubo iti parang faraon hindi pay pinagtudo ti panginoong dios ti daga ket awan pang maysa magbukid ti daga ,0.5324942278113871,[]
Ngunit may isang ulap na napaitaas buhat sa lupa at dinilig ang buong ibabaw ng lupa,ngem nagpangato ti maysa nga angep a naggapu iti daga ket binisibisanna ti amin a rabaw ti daga ,ngem may maysa ulep a angep nanipud iti daga ket dinilig ti amin rabawna ti daga ,0.5722132551270132,[]
At nilalang ng Panginoong Dios ang tao sa alabok ng lupa at hiningahan ang kaniyang mga butas ng ilong ng hininga ng buhay at ang tao ay naging kaluluwang may buhay,ket ni jehova dios binukelna ti tao iti tapuc ti daga ket impuyotna iti agongna ti anges ti biag ket ti tao nagbalin a cararua a sibibiag,ket aramid ti panginoong dios ti tao iti tapoc ti daga ket impuyotna ti isu dagiti butas ti ilong ti hininga ti napasardeng ket ti tao a pinutotna kaluluwang sangapulo napasardeng ,0.46806936933940196,[]
At naglagay ang Panginoong Dios ng isang halamanan sa Eden sa dakong silanganan at inilagay niya roon ang taong kaniyang nilalang,ket ni jehova dios incabilna iti maysa a minuyongan iti daya idiay eden ket insaadna idiay ti tao a binukelna,ket incabilna ti panginoong dios ti maysa minuyongan iti eden iti dakong daya ket incabilna kencuana roon ti maysa isu nilalang,0.5461157099622582,[]
At pinatubo ng Panginoong Dios sa lupa ang lahat na punong kahoy na nakalulugod sa paningin at mabubuting kanin gayon din ang punong kahoy ng buhay sa gitna ng halamanan at ang punong kahoy ng pagkakilala ng mabuti at masama,ket ni jehova dios pinatubona iti daga amin a cayo a nacaayayo a makita ken naimbag a canen casta met ti cayo ti biag iti tengnga ti minuyongan ken ti cayo ti pannacaammo ti imbag ken ti dakes,ket pinatubo ti panginoong dios iti daga ti amin a punong cayo a inaramid iti imatang ket mabubuting maluctandanto gayon din ti narucbos cayo ti napasardeng iti gitna ti minuyongan ket ti narucbos cayo ti pagkakilala ti dakes ket masama,0.5060824010600091,[]
At may isang ilog na lumabas sa Eden na dumilig sa halamanan at mula rooy nabahagi at nagapat na sanga,ket nagayus idiay eden ti maysa a carayan a mangsibug iti minuyongan ket nanipud idiay nagcappat ti ayusna,ket may maysa carayan a agpadpada iti eden a dumilig iti minuyongan ket mula rooy nabahagi ket nagapat a sanga,0.5658752962802691,[]
Ang pangalan ng una ay Pison na siyang lumiligid sa buong lupain ng Havilah na dooy may ginto,ti nagan ti umuna pishon daytoy isu ti manglawlaw iti amin ti daga ti havila isa a yan ti balitoc,ti nagan ti umuna a pison a isu lumiligid iti buong bilang ti havilah a dooy may ginto,0.5116019319270356,[]
At ang ginto sa lupang yaoy mabuti mayroon din naman doong bedelio at batong onix,ket ti balitoc iti daydiay a daga nasayaat adda idiay dagiti batbato a bedelio ken onix,ket ti balitoc iti nacayanacam cadacuada mabuti mayroon din naman doong batbato ket batong onix,0.4440261560229265,[]
At ang pangalan ng ikalawang ilog ay Gihon na siyang lumiligid sa buong lupain ng Cush,ti nagan ti maicadua a carayan gijon daytoy ti manglawlaw iti amin a daga ti etiopia,ket ti nagan ti maicadua ilog a gihon a isu lumiligid iti buong bilang ti cus,0.44466866045117587,[]
At ang pangalan ng ikatlong ilog ay Hiddecel na siyang umaagos sa tapat ng Asiria At ang ikaapat na ilog ay ang Eufrates,ket ti nagan ti maicatlo a carayan hiddekel daytoy ti agturong iti sangoanan ti daga nga assiria ket ti maicappat a carayan isu ti eufrates,ket ti nagan ti maicatlo ilog a hiddekel a isu umaagos iti masangoanan ti asiria ket ti maicapat a ilog a ti isu ,0.580926062906503,[]
At kinuha ng Panginoong Dios ang lalake at inilagay sa halamanan ng Eden upang kaniyang alagaan at ingatan,ket ni jehova dios innalana ti tao ket insaadna iti minuyongan idiay eden tapno talonenna ken aywananna,ket innalana ti panginoong dios ti lalaki ket incabilna iti minuyongan ti eden tapno isu alagaan ket aluadam,0.557840958052539,[]
At iniutos ng Panginoong Dios sa lalake na sinabi Sa lahat ng punong kahoy sa halamanan ay makakakain ka na may kalayaan,ket ni jehova dios imbilinna idi tao a kinunana cadagiti amin a cayo iti minuyongan mangancanto a siwayawaya,ket imbilinna ti panginoong dios iti lalake a kinunana iti amin ti punong mangancanto iti minuyongan a daytoy jehova a maysa kalayaan,0.5918090098191242,[]
Datapuwat sa kahoy ng pagkakilala ng mabuti at masama ay huwag kang kakain sapagkat sa araw na ikaw ay kumain niyaon ay walang pagsalang mamamatay ka,ngem ti aggapu iti cayo ti pannacaammo ti imbag ken ti dakes saanmonto a canen ta iti aldaw a pannanganmo iti daydiay mataycanto a di bumurong,datapuwat iti cayo ti pagkakilala ti dakes ket capuonan a dicayto kang isu sapagkat iti aldaw a sica a mangan adda a maysa pagsalang mataycanto jehova,0.4826869170204107,[]
At sinabi ng Panginoong Dios Hindi mabuti na ang lalake ay magisa siyay ilalalang ko ng isang katulong niya,ket ni jehova dios kinunana saan a nasayaat nga agmaymaysa ti tao yaramidacto ti catulonganna a maitutop kencuana,ket kinunana ti panginoong dios hindi mabuti a ti lalaki a jacob isu ilalalang catulonganna ti maysa katulong kencuana,0.4753130462050855,[]
At nilalang ng Panginoong Dios sa lupa ang lahat ng hayop sa parang at ang lahat ng ibon sa himpapawid at pinagdadala sa lalake upang maalaman kung anong itatawag niya sa mga iyon at ang bawat itinawag ng lalake sa bawat kinapal na may buhay ay yaon ang naging pangalan niyaon,ni jehova dios binukelna iti daga amin nga ananimal iti daga ken amin a tumatayab cadagiti langit ket inyegna ida iti tao tapno makitana no casano ti panangpanaganna cadacuada ket cas ti pinangnagan ti tao iti amin a parsua a sibibiag dayta isu ti naganna,ket aramid ti panginoong dios iti daga ti amin ti an iti parang ket ti amin ti tumatayab iti amin ket capitan iti lalaki tapno maalaman mata anong itatawag kencuana iti dagiti jehova ket ti tunggal nanaganan ti lalaki iti tunggal lasag a maysa napasardeng a tiempo ti pinutotna nagan niyaon,0.5423622884075257,[]
At pinanganlan ng lalake ang lahat ng mga hayop at ang mga ibon sa himpapawid at ang bawat ganid sa parang datapuwat sa lalake ay walang nasumpungang maging katulong niya,ket pinanaganan ti lalaki amin nga animal a naamo ken tumatayab iti langlangit ken ti amin a narungsot iti away ngem ti tao saan a nacasarac ti catulongan a maitutop kencuana,ket sinursurna ti lalaki ti amin ti dagiti an ket ti dagiti tumatayab iti amin ket ti tunggal ganid iti parang tao iti lalaki a maysa nasumpungang maging katulong kencuana,0.5501011546982928,[]
At hinulugan ng Panginoong Dios ng di kawasang himbing ang lalake at siyay natulog at kinuha ang isa sa kaniyang mga tadyang at pinapaghilom ang laman sa dakong yaon,ket ni jehova dios immapayna ti nargaan a turog iti tao ket nacaturog ket innalana ti maysa cadagiti paragpagna ket ti nangalaanna rinipcanna ti lasag,ket hinulugan ti panginoong dios ti ulbod kawasang himbing ti lalaki ket isu natulog ket innalana ti maysa iti isu dagiti nangalaanna ket pinapaghilom ti lasag iti dakong tiempo,0.4985008270583381,[]
At sinabi ng lalake Ito ngay buto ng aking mga buto at laman ng aking laman siyay tatawaging Babae sapagkat sa Lalake siya kinuha,ket di tao kinunana daytoy ita isu ti tulang dagiti tulangco ken lasag ti lasagco isu mapanagananto babai ta iti tao ti nacaalaanna,ket kinunana ti lalaki ito ngay buto ti isu dagiti buto ket laman ti isu laman isu tatawaging babai sapagkat iti lalaki isu kinuha,0.471280773759322,[]
Kayat iiwan ng lalake ang kaniyang ama at ang kaniyang ina at makikipisan sa kaniyang asawa at silay magiging isang laman,gapuna ti lalaki panawannanto ti amana ken ti inana ket tumiponto iti asawana ket agbalindanto a maymaysa a lasag,kayat matayto ti lalaki ti isu amana ket ti isu inana ket makikipisan iti isu asawana ket silay magiging maysa lasag,0.5689193636072678,[]
At silay kapuwa hubad ang lalake at ang kaniyang asawa at silay hindi nagkakahiyaan,ket isuda a dua ti lalaki ken ti asawana silamolamoda idi ket dida nagbain,ket silay kapuwa hubad ti lalaki ket ti isu asawana ket silay hindi nagkakahiyaan,0.4953732626873987,[]
Ang tukso at ang pagsuway ni Adam at ni Eva,ti pannacasulisog ken supring da adan ken eva,ti pannacasulisog ket ti da ni eva ket ni asawana,0.5583580202466086,[]
,,,0.0,[]
Ang ahas nga ay lalong tuso kay sa alin man sa mga hayop sa parang na nilikha ng Panginoong Dios,itan ti uleg isu idi a casisicapan cadagiti amin nga animal iti daga nga inaramid ni jehova dios,ti pannacapagtalawda nga a lalong tuso kinasirib iti ania caniac iti dagiti an iti parang a pinarsuana ti panginoong dios,0.36775666657895834,[]
At sinabi niya sa babae Tunay bang sinabi ng Dios Huwag kayong kakain sa alin mang punong kahoy sa halamanan,ket isu kinunana iti babai pudno aya a kinuna ti dios saancay a mangan iti amin a cayo iti minuyongan,ket kinunana kencuana iti babai tunay maysa kinunana ti dios dicanto azul mangan iti ania mang narucbos mangancanto iti minuyongan,0.5648330980571634,[]
At sinabi ng babae sa ahas Sa bunga ng mga punong kahoy sa halamanan ay makakakain kami,ket ti babai kinunana iti uleg cadagiti bunga dagiti caycayo iti minuyongan maipalubos a mangancami,ket kinunana ti babai iti pannacapagtalawda iti sida ti dagiti punong mangancanto iti minuyongan a daytoy mataycamto,0.5743077865955521,[]
Datapuwat sa bunga ng punong kahoy na nasa gitna ng halamanan ay sinabi ng Dios Huwag kayong kakain niyaon ni huwag ninyong hihipuin baka kayoy mamatay,ngem iti bunga ti cayo nga adda iti tengnga ti minuyongan kinuna ti dios dicayto canen ken uray sagiden di la ket ta mataycayo,datapuwat iti sida ti punong cayo a iti gitna ti minuyongan a kinunana ti dios dicanto azul isu adda ni dicayto diosyo hihipuin maabaccayo daga mamatay,0.5017947480446636,[]
At sinabi ng ahas sa babae Tunay na hindi kayo mamamatay,ket ti uleg kinunana iti babai saan a pudno a mataycayonto,ket kinunana ti pannacapagtalawda iti babai tunay a saan jehova mamamatay,0.5074275060238941,[]
Sapagkat talastas ng Dios na sa araw na kayoy kumain niyaon ay madidilat nga ang inyong mga mata at kayoy magiging parang Dios na nakakakilala ng mabuti at masama,ta ti dios ammona nga iti aldaw a pananganyo iti dayta dagiti matayo maluctandanto ket caslacayton iti dios a macaammo ti naimbag ken ti dakes,sapagkat talastas ti lalaki a iti aldaw a daga kumain adda a madidilat nga ti jehova dagiti matana ket daga magiging parang dios a nakakakilala ti dakes ket masama,0.43929297278759877,[]
At nang makita ng babae na ang bunga ng punong kahoy ay mabuting kanin at nakalulugod sa mga mata at kahoy na mananasa upang magpapantas sa tao ay pumitas siya ng bunga niyaon at kinain at binigyan din niya ang kaniyang asawang kasama niya at itoy kumain,ket idi ti babai nakitana nga ti cayo nasayaat a canen ken macaayayo a buyaen ken cayo a macagargari a mamagsirib pimmuros iti bungana ket nangan casta met iniccanna ni asawana ket isu nakipagcaan met ,ket idi makita ti babae a ti sida ti punong mangancanto a mabuting maluctandanto ket inaramid iti dagiti matana ket mangancanto a mananasa tapno magpapantas iti tao a pumitas isu ti bunga niyaon ket kinain ket binigyan din kencuana ti isu nabal adda kencuana ket itoy kumain,0.3904440448171659,[]
